镇,经度,纬度,犯罪率,超过25000平米的区,工业用地,靠近查理斯河,一氧化氮浓度,平均房间数,早于1940建成比率,到达市中心的距离,公路可达性,税率,学生教师比,低收入比,价格中位数
Cambridge,-71.0792007,42.2389984,2.31389999,0,19.5799999,no,0.605000019,5.88000011,97.3000031,2.38870001,5,403,14.6999998,12.0299997,19.1000004
Arlington,-71.086998,42.2416,0.139139995,0,4.05000019,no,0.50999999,5.57200003,88.5,2.59610009,5,296,16.6000004,14.6899996,23.1000004
Arlington,-71.0855026,42.2449989,0.091779999,0,4.05000019,no,0.50999999,6.41599989,84.0999985,2.64630008,5,296,16.6000004,9.03999996,23.6000004
Arlington,-71.0832977,42.2475014,0.084469996,0,4.05000019,no,0.50999999,5.85900021,68.6999969,2.70190001,5,296,16.6000004,9.64000034,22.6000004
Arlington,-71.0940018,42.2574997,0.066639997,0,4.05000019,no,0.50999999,6.546,33.0999985,3.1322999,5,296,16.6000004,5.32999992,29.3999996
Arlington,-71.1125031,42.2550011,0.070220001,0,4.05000019,no,0.50999999,6.01999998,47.2000008,3.55489993,5,296,16.6000004,10.1099997,23.2000008
Arlington,-71.1060028,42.2512016,0.054249998,0,4.05000019,no,0.50999999,6.31500006,73.4000015,3.31750011,5,296,16.6000004,6.28999996,24.6000004
Arlington,-71.0964966,42.2470016,0.066419996,0,4.05000019,no,0.50999999,6.86000013,74.4000015,2.91529989,5,296,16.6000004,6.92000008,29.8999996
Belmont,-71.0999985,42.240799,0.057799999,0,2.46000004,no,0.488000005,6.98000002,58.4000015,2.829,3,193,17.7999992,5.03999996,37.2000008
Belmont,-71.0995026,42.2345009,0.065880001,0,2.46000004,no,0.488000005,7.76499987,83.3000031,2.74099994,3,193,17.7999992,7.55999994,39.7999992
Belmont,-71.0966034,42.228199,0.068879999,0,2.46000004,no,0.488000005,6.14400005,62.2000008,2.59789991,3,193,17.7999992,9.44999981,36.2000008
Belmont,-71.100502,42.2286987,0.091030002,0,2.46000004,no,0.488000005,7.15500021,92.1999969,2.70059991,3,193,17.7999992,4.82000017,37.9000015
Belmont,-71.1064987,42.2299995,0.100079998,0,2.46000004,no,0.488000005,6.5630002,95.5999985,2.84699988,3,193,17.7999992,5.67999983,32.5
Belmont,-71.1119995,42.2299995,0.083080001,0,2.46000004,no,0.488000005,5.60400009,89.8000031,2.98790002,3,193,17.7999992,13.9799995,26.3999996
Belmont,-71.1175003,42.2350006,0.06047,0,2.46000004,no,0.488000005,6.15299988,68.8000031,3.27970004,3,193,17.7999992,13.1499996,29.6000004
Belmont,-71.1115036,42.2442017,0.056019999,0,2.46000004,no,0.488000005,7.83099985,53.5999985,3.19919991,3,193,17.7999992,4.44999981,50
Lexington,-71.1220016,42.2565002,0.078749999,45,3.44000006,no,0.437000006,6.78200006,41.0999985,3.78859997,5,398,15.1999998,6.67999983,32
Lexington,-71.1408005,42.2550011,0.12579,45,3.44000006,no,0.437000006,6.55600023,29.1000004,4.56669998,5,398,15.1999998,4.55999994,29.7999992
Lexington,-71.1449966,42.2650986,0.083700001,45,3.44000006,no,0.437000006,7.18499994,38.9000015,4.56669998,5,398,15.1999998,5.38999987,34.9000015
Lexington,-71.1215973,42.2700005,0.090680003,45,3.44000006,no,0.437000006,6.95100021,21.5,6.47980022,5,398,15.1999998,5.0999999,33
Lexington,-71.1484985,42.2765007,0.069109999,45,3.44000006,no,0.437000006,6.73899984,30.7999992,6.47980022,5,398,15.1999998,4.69000006,30.5
Lexington,-71.1340027,42.2784996,0.08664,45,3.44000006,no,0.437000006,7.17799997,26.2999992,6.47980022,5,398,15.1999998,2.86999989,36.4000015
Bedford,-71.1524963,42.2999992,0.02187,60,2.93000007,no,0.400999993,6.80000019,9.89999962,6.2196002,1,265,15.6000004,5.03000021,31.1000004
Bedford,-71.1632996,42.3030014,0.01439,60,2.93000007,no,0.400999993,6.60400009,18.7999992,6.2196002,1,265,15.6000004,4.38000011,29.1000004
Lincoln,-71.189003,42.2524986,0.01381,80,0.460000008,no,0.421999991,7.875,32,5.64839983,4,255,14.3999996,2.97000003,50
Concord,-71.2200012,42.2714996,0.04011,80,1.51999998,no,0.404000014,7.28700018,34.0999985,7.30900002,2,329,12.6000004,4.07999992,33.2999992
Concord,-71.2399979,42.2724991,0.046659999,80,1.51999998,no,0.404000014,7.10699987,36.5999985,7.30900002,2,329,12.6000004,8.60999966,30.2999992
Concord,-71.2220001,42.2890015,0.03768,80,1.51999998,no,0.404000014,7.27400017,38.2999992,7.30900002,2,329,12.6000004,6.61999989,34.5999985
Sudbury,-71.2440033,42.2425003,0.031500001,95,1.47000003,no,0.402999997,6.9749999,15.3000002,7.65339994,3,402,17,4.55999994,34.9000015
Sudbury,-71.2630005,42.2224998,0.01778,95,1.47000003,no,0.402999997,7.13500023,13.8999996,7.65339994,3,402,17,4.44999981,32.9000015
Wayland,-71.2184982,42.1954994,0.034449998,82.5,2.02999997,no,0.414999992,6.16200018,38.4000015,6.26999998,2,348,14.6999998,7.42999983,24.1000004
Wayland,-71.2139969,42.2179985,0.02177,82.5,2.02999997,no,0.414999992,7.61000013,15.6999998,6.26999998,2,348,14.6999998,3.1099999,42.2999992
Weston,-71.1989975,42.2319984,0.035100002,95,2.68000007,no,0.416099995,7.85300016,33.2000008,5.11800003,4,224,14.6999998,3.80999994,48.5
Weston,-71.1989975,42.2057991,0.020090001,95,2.68000007,no,0.416099995,8.0340004,31.8999996,5.11800003,4,224,14.6999998,2.88000011,50
Waltham,-71.1474991,42.2444992,0.136419997,0,10.5900002,no,0.488999993,5.89099979,22.2999992,3.9454,4,277,18.6000004,10.8699999,22.6000004
Waltham,-71.1500015,42.2308006,0.22969,0,10.5900002,no,0.488999993,6.32600021,52.5,4.35489988,4,277,18.6000004,10.9700003,24.3999996
Waltham,-71.1490021,42.226799,0.25198999,0,10.5900002,no,0.488999993,5.78299999,72.6999969,4.35489988,4,277,18.6000004,18.0599995,22.5
Waltham,-71.1502991,42.2220001,0.135869995,0,10.5900002,yes,0.488999993,6.06400013,59.0999985,4.23920012,4,277,18.6000004,14.6599998,24.3999996
Waltham,-71.1429977,42.2216988,0.435710013,0,10.5900002,yes,0.488999993,5.34399986,100,3.875,4,277,18.6000004,23.0900002,20
Waltham,-71.1435013,42.217701,0.174459994,0,10.5900002,yes,0.488999993,5.96000004,92.0999985,3.87709999,4,277,18.6000004,17.2700005,21.7000008
Waltham,-71.1380005,42.2215996,0.375779986,0,10.5900002,yes,0.488999993,5.40399981,88.5999985,3.66499996,4,277,18.6000004,23.9799995,19.2999992
Waltham,-71.1334991,42.2249985,0.217189997,0,10.5900002,yes,0.488999993,5.80700016,53.7999992,3.65260005,4,277,18.6000004,16.0300007,22.3999996
Waltham,-71.1374969,42.2355003,0.140520006,0,10.5900002,no,0.488999993,6.375,32.2999992,3.9454,4,277,18.6000004,9.38000011,28.1000004
Waltham,-71.1269989,42.2350006,0.289550006,0,10.5900002,no,0.488999993,5.41200018,9.80000019,3.5875001,4,277,18.6000004,29.5499992,23.7000008
Waltham,-71.1244965,42.2276993,0.198019996,0,10.5900002,no,0.488999993,6.18200016,42.4000015,3.9454,4,277,18.6000004,9.47000027,25
Watertown,-71.1166,42.2229996,0.045600001,0,13.8900003,yes,0.550000012,5.88800001,56,3.11209989,5,276,16.3999996,13.5100002,23.2999992
Watertown,-71.1050034,42.2234993,0.070129998,0,13.8900003,no,0.550000012,6.6420002,85.0999985,3.4210999,5,276,16.3999996,9.68999958,28.7000008
Watertown,-71.0932999,42.2220001,0.110689998,0,13.8900003,yes,0.550000012,5.95100021,93.8000031,2.88930011,5,276,16.3999996,17.9200001,21.5
Watertown,-71.1060028,42.2184982,0.114249997,0,13.8900003,yes,0.550000012,6.37300014,92.4000015,3.36330009,5,276,16.3999996,10.5,23
Newton,-71.1100006,42.2136993,0.358090013,0,6.19999981,yes,0.507000029,6.95100021,88.5,2.86170006,8,307,17.3999996,9.71000004,26.7000008
Newton,-71.1210022,42.2165985,0.407709986,0,6.19999981,yes,0.507000029,6.16400003,91.3000031,3.0480001,8,307,17.3999996,21.4599991,21.7000008
Newton,-71.125,42.2134018,0.623560011,0,6.19999981,yes,0.507000029,6.87900019,77.6999969,3.27209997,8,307,17.3999996,9.93000031,27.5
Newton,-71.1207962,42.2182999,0.614700019,0,6.19999981,no,0.507000029,6.61800003,80.8000031,3.27209997,8,307,17.3999996,7.5999999,30.1000004
Newton,-71.1100006,42.2060013,0.315329999,0,6.19999981,no,0.504000008,8.26599979,78.3000031,2.89439988,8,307,17.3999996,4.13999987,44.7999992
Newton,-71.1011963,42.1974983,0.526929975,0,6.19999981,no,0.504000008,8.72500038,83,2.89439988,8,307,17.3999996,4.63000011,50
Newton,-71.1214981,42.2024994,0.382140011,0,6.19999981,no,0.504000008,8.03999996,86.5,3.21569991,8,307,17.3999996,3.13000011,37.5999985
Newton,-71.1159973,42.1946983,0.41238001,0,6.19999981,no,0.504000008,7.16300011,79.9000015,3.21569991,8,307,17.3999996,6.36000013,31.6000004
Newton,-71.1100006,42.1850014,0.298189998,0,6.19999981,no,0.504000008,7.68599987,17,3.3750999,8,307,17.3999996,3.92000008,46.7000008
Newton,-71.1190033,42.1806984,0.441780001,0,6.19999981,no,0.504000008,6.55200005,21.3999996,3.3750999,8,307,17.3999996,3.75999999,31.5
Newton,-71.1299973,42.1879997,0.537,0,6.19999981,no,0.504000008,5.98099995,68.0999985,3.67149997,8,307,17.3999996,11.6499996,24.2999992
Newton,-71.1285019,42.1930008,0.462960005,0,6.19999981,no,0.504000008,7.41200018,76.9000015,3.67149997,8,307,17.3999996,5.25,31.7000008
Newton,-71.1399994,42.1945992,0.575290024,0,6.19999981,no,0.507000029,8.33699989,73.3000031,3.83839989,8,307,17.3999996,2.47000003,41.7000008
Newton,-71.1340027,42.2039986,0.331470013,0,6.19999981,no,0.507000029,8.24699974,70.4000015,3.65190005,8,307,17.3999996,3.95000005,48.2999992
Newton,-71.1320038,42.2141991,0.447910011,0,6.19999981,yes,0.507000029,6.72599983,66.5,3.65190005,8,307,17.3999996,8.05000019,29
Newton,-71.1380005,42.2140999,0.330449998,0,6.19999981,no,0.507000029,6.08599997,61.5,3.65190005,8,307,17.3999996,10.8800001,24
Newton,-71.1484985,42.2109985,0.520579994,0,6.19999981,yes,0.507000029,6.63100004,76.5,4.14799976,8,307,17.3999996,9.53999996,25.1000004
Newton,-71.1491013,42.2029991,0.511829972,0,6.19999981,no,0.507000029,7.3579998,71.5999985,4.14799976,8,307,17.3999996,4.73000002,31.5
Natick,-71.2054977,42.1875,0.082439996,30,4.92999983,no,0.428000003,6.48099995,18.5,6.18989992,6,300,16.6000004,6.36000013,23.7000008
Natick,-71.2034988,42.1870003,0.092519999,30,4.92999983,no,0.428000003,6.60599995,42.2000008,6.18989992,6,300,16.6000004,7.36999989,23.2999992
Natick,-71.1966019,42.1640015,0.113289997,30,4.92999983,no,0.428000003,6.89699984,54.2999992,6.3361001,6,300,16.6000004,11.3800001,27
Natick,-71.2137985,42.1645012,0.106119998,30,4.92999983,no,0.428000003,6.09499979,65.0999985,6.3361001,6,300,16.6000004,12.3999996,20.1000004
Natick,-71.2200012,42.1781998,0.102899998,30,4.92999983,no,0.428000003,6.3579998,52.9000015,7.03550005,6,300,16.6000004,11.2200003,22.2000008
Natick,-71.2320023,42.1725006,0.127570003,30,4.92999983,no,0.428000003,6.39300013,7.80000019,7.03550005,6,300,16.6000004,5.19000006,23.7000008
Framingham,-71.2434998,42.1629982,0.206080005,22,5.86000013,no,0.430999994,5.59299994,76.5,7.95489979,7,330,19.1000004,12.5,17.6000004
Framingham,-71.2574997,42.1618004,0.191330001,22,5.86000013,no,0.430999994,5.60500002,70.1999969,7.95489979,7,330,19.1000004,18.4599991,18.5
Framingham,-71.262001,42.1689987,0.339830011,22,5.86000013,no,0.430999994,6.1079998,34.9000015,8.05550003,7,330,19.1000004,9.15999985,24.2999992
Framingham,-71.2470016,42.1702995,0.196569994,22,5.86000013,no,0.430999994,6.22599983,79.1999969,8.05550003,7,330,19.1000004,10.1499996,20.5
Framingham,-71.2549973,42.1767006,0.164389998,22,5.86000013,no,0.430999994,6.43300009,49.0999985,7.82649994,7,330,19.1000004,9.52000046,24.5
Framingham,-71.2474976,42.1824989,0.190730006,22,5.86000013,no,0.430999994,6.71799994,17.5,7.82649994,7,330,19.1000004,6.55999994,26.2000008
Framingham,-71.237999,42.1910019,0.140300006,22,5.86000013,no,0.430999994,6.48699999,13,7.39669991,7,330,19.1000004,5.9000001,24.3999996
Framingham,-71.2434998,42.1982002,0.214090005,22,5.86000013,no,0.430999994,6.4380002,8.89999962,7.39669991,7,330,19.1000004,3.58999991,24.7999992
Framingham,-71.2685013,42.1935005,0.082209997,22,5.86000013,no,0.430999994,6.95699978,6.80000019,8.90670013,7,330,19.1000004,3.52999997,29.6000004
Framingham,-71.2807007,42.172699,0.368939996,22,5.86000013,no,0.430999994,8.25899982,8.39999962,8.90670013,7,330,19.1000004,3.53999996,42.7999992
Ashland,-71.2894974,42.1575012,0.048190001,80,3.6400001,no,0.39199999,6.1079998,32,9.22029972,1,315,16.3999996,6.57000017,21.8999996
Ashland,-71.2689972,42.148201,0.03548,80,3.6400001,no,0.39199999,5.87599993,19.1000004,9.22029972,1,315,16.3999996,9.25,20.8999996
Sherborn,-71.2229996,42.1450005,0.01538,90,3.75,no,0.393999994,7.454,34.2000008,6.3361001,3,244,15.8999996,3.1099999,44
Brookline,-71.0679016,42.2072983,0.61154002,20,3.97000003,no,0.647000015,8.70400047,86.9000015,1.801,5,264,13,5.11999989,50
Brookline,-71.0727005,42.2076988,0.663510025,20,3.97000003,no,0.647000015,7.33300018,100,1.89460003,5,264,13,7.78999996,36
Brookline,-71.0764999,42.2075005,0.656650007,20,3.97000003,no,0.647000015,6.84200001,100,2.01069999,5,264,13,6.9000001,30.1000004
Brookline,-71.0800018,42.2039986,0.540109992,20,3.97000003,no,0.647000015,7.20300007,81.8000031,2.11209989,5,264,13,9.59000015,33.7999992
Brookline,-71.0790024,42.2019997,0.534120023,20,3.97000003,no,0.647000015,7.51999998,89.4000015,2.13980007,5,264,13,7.26000023,43.0999985
Brookline,-71.0835037,42.2000008,0.520139992,20,3.97000003,no,0.647000015,8.39799976,91.5,2.28850007,5,264,13,5.90999985,48.7999992
Brookline,-71.0749969,42.1980019,0.825259984,20,3.97000003,no,0.647000015,7.32700014,94.5,2.07879996,5,264,13,11.25,31
Brookline,-71.0709991,42.2029991,0.550069988,20,3.97000003,no,0.647000015,7.20599985,91.5999985,1.93009996,5,264,13,8.10000038,36.5
Brookline,-71.0699997,42.2000008,0.761619985,20,3.97000003,no,0.647000015,5.55999994,62.7999992,1.98650002,5,264,13,10.4499998,22.7999992
Brookline,-71.0725021,42.1964989,0.785700023,20,3.97000003,no,0.647000015,7.01399994,84.5999985,2.1329,5,264,13,14.79,30.7000008
Brookline,-71.0849991,42.1925011,0.578339994,20,3.97000003,no,0.574999988,8.29699993,67,2.4216001,5,264,13,7.44000006,50
Brookline,-71.0924988,42.2075005,0.540499985,20,3.97000003,no,0.574999988,7.46999979,52.5999985,2.87199998,5,264,13,3.16000009,43.5
Dedham,-71.0979996,42.1539993,0.09065,20,6.96000004,yes,0.463999987,5.92000008,61.5,3.91750002,3,223,18.6000004,13.6499996,20.7000008
Dedham,-71.086998,42.1409988,0.299160004,20,6.96000004,no,0.463999987,5.85599995,42.0999985,4.4289999,3,223,18.6000004,13,21.1000004
Dedham,-71.0940018,42.1355019,0.162110001,20,6.96000004,no,0.463999987,6.23999977,16.2999992,4.4289999,3,223,18.6000004,6.59000015,25.2000008
Dedham,-71.0981979,42.1445007,0.114600003,20,6.96000004,no,0.463999987,6.53800011,58.7000008,3.91750002,3,223,18.6000004,7.73000002,24.3999996
Dedham,-71.1169968,42.151001,0.221880004,20,6.96000004,yes,0.463999987,7.69099998,51.7999992,4.3664999,3,223,18.6000004,6.57999992,35.2000008
Needham,-71.1305008,42.1674995,0.05644,40,6.40999985,yes,0.446999997,6.7579999,32.9000015,4.0776,4,254,17.6000004,3.52999997,32.4000015
Needham,-71.1380005,42.1733017,0.096040003,40,6.40999985,no,0.446999997,6.85400009,42.7999992,4.26730013,4,254,17.6000004,2.98000002,32
Needham,-71.1405029,42.1632004,0.10469,40,6.40999985,yes,0.446999997,7.2670002,49,4.78719997,4,254,17.6000004,6.05000019,33.2000008
Needham,-71.149498,42.1730003,0.061269999,40,6.40999985,yes,0.446999997,6.82600021,27.6000004,4.86280012,4,254,17.6000004,4.15999985,33.0999985
Needham,-71.1395035,42.1813011,0.079779998,40,6.40999985,no,0.446999997,6.48199987,32.0999985,4.1402998,4,254,17.6000004,7.19000006,29.1000004
Wellesley,-71.1480026,42.1879997,0.210380003,20,3.32999992,no,0.442900002,6.8119998,32.2000008,4.1006999,5,216,14.8999996,4.8499999,35.0999985
Wellesley,-71.1660004,42.1870003,0.035780001,20,3.32999992,no,0.442900002,7.82000017,64.5,4.69469976,5,216,14.8999996,3.75999999,45.4000015
Wellesley,-71.1849976,42.1847992,0.037050001,20,3.32999992,no,0.442900002,6.96799994,37.2000008,5.24469995,5,216,14.8999996,4.59000015,35.4000015
Wellesley,-71.1774979,42.1735001,0.06129,20,3.32999992,yes,0.442900002,7.64499998,49.7000008,5.21190023,5,216,14.8999996,3.00999999,46
Dover,-71.1729965,42.1474991,0.01501,90,1.21000004,yes,0.400999993,7.92299986,24.7999992,5.88500023,1,198,13.6000004,3.16000009,50
Medfield,-71.1800003,42.1105003,0.00906,90,2.97000003,no,0.400000006,7.08799982,20.7999992,7.30730009,1,285,15.3000002,7.8499999,32.2000008
Millis,-71.213501,42.0999985,0.01096,55,2.25,no,0.388999999,6.45300007,31.8999996,7.30730009,1,300,15.3000002,8.22999954,22
Norfolk,-71.1949997,42.0675011,0.019649999,80,1.75999999,no,0.38499999,6.23000002,31.5,9.08920002,1,241,18.2000008,12.9300003,20.1000004
Walpole,-71.1480026,42.0774994,0.038710002,52.5,5.32000017,no,0.405000001,6.20900011,31.2999992,7.31720018,6,293,16.6000004,7.13999987,23.2000008
Walpole,-71.1324997,42.0940018,0.045899998,52.5,5.32000017,no,0.405000001,6.31500006,45.5999985,7.31720018,6,293,16.6000004,7.5999999,22.2999992
Walpole,-71.1549988,42.0979996,0.042970002,52.5,5.32000017,no,0.405000001,6.56500006,22.8999996,7.31720018,6,293,16.6000004,9.51000023,24.7999992
Westwood,-71.1384964,42.1235008,0.035020001,80,4.94999981,no,0.411000013,6.86100006,27.8999996,5.11670017,4,245,19.2000008,3.32999992,28.5
Westwood,-71.1330032,42.1408005,0.07886,80,4.94999981,no,0.411000013,7.14799976,27.7000008,5.11670017,4,245,19.2000008,3.55999994,37.2999992
Westwood,-71.1070023,42.1306992,0.036150001,80,4.94999981,no,0.411000013,6.63000011,23.3999996,5.11670017,4,245,19.2000008,4.69999981,27.8999996
Norwood,-71.1090012,42.1100006,0.082649998,0,13.9200001,no,0.437000006,6.12699986,18.3999996,5.50269985,4,289,16,8.57999992,23.8999996
Norwood,-71.1179962,42.1217003,0.081990004,0,13.9200001,no,0.437000006,6.00899982,42.2999992,5.50269985,4,289,16,10.3999996,21.7000008
Norwood,-71.1308975,42.1166,0.129319996,0,13.9200001,no,0.437000006,6.67799997,31.1000004,5.9604001,4,289,16,6.26999998,28.6000004
Norwood,-71.1279984,42.1108017,0.053720001,0,13.9200001,no,0.437000006,6.54899979,51,5.9604001,4,289,16,7.38999987,27.1000004
Norwood,-71.1210022,42.1025009,0.141029999,0,13.9200001,no,0.437000006,5.78999996,58,6.32000017,4,289,16,15.8400002,20.2999992
Sharon,-71.1200027,42.0724983,0.064659998,70,2.24000001,no,0.400000006,6.34499979,20.1000004,7.8277998,5,358,14.8000002,4.96999979,22.5
Sharon,-71.0999985,42.0589981,0.055610001,70,2.24000001,no,0.400000006,7.04099989,10,7.8277998,5,358,14.8000002,4.73999977,29
Sharon,-71.1035004,42.0735016,0.04417,70,2.24000001,no,0.400000006,6.87099981,47.4000015,7.8277998,5,358,14.8000002,6.07000017,24.7999992
Canton,-71.0875015,42.0950012,0.03537,34,6.09000015,no,0.432999998,6.59000015,40.4000015,5.49170017,7,329,16.1000004,9.5,22
Canton,-71.0625,42.1020012,0.092660002,34,6.09000015,no,0.432999998,6.49499989,18.3999996,5.49170017,7,329,16.1000004,8.67000008,26.3999996
Canton,-71.0865021,42.1199989,0.100000001,34,6.09000015,no,0.432999998,6.98199987,17.7000008,5.49170017,7,329,16.1000004,4.86000013,33.0999985
Milton,-71.0465012,42.1450005,0.055149999,33,2.18000007,no,0.472000003,7.23600006,41.0999985,4.02199984,7,222,18.3999996,6.92999983,36.0999985
Milton,-71.0569992,42.1525002,0.054790001,33,2.18000007,no,0.472000003,6.61600018,58.0999985,3.36999989,7,222,18.3999996,8.93000031,28.3999996
Milton,-71.0449982,42.1590004,0.075029999,33,2.18000007,no,0.472000003,7.42000008,71.9000015,3.09920001,7,222,18.3999996,6.46999979,33.4000015
Milton,-71.0279999,42.1565018,0.049320001,33,2.18000007,no,0.472000003,6.84899998,70.3000031,3.18269992,7,222,18.3999996,7.53000021,28.2000008
Quincy,-71.0138016,42.1554985,0.492980003,0,9.89999962,no,0.54400003,6.63500023,82.5,3.31750011,4,304,18.3999996,4.53999996,22.7999992
Quincy,-71.0201035,42.1599998,0.349400014,0,9.89999962,no,0.54400003,5.97200012,76.6999969,3.10249996,4,304,18.3999996,9.97000027,20.2999992
Quincy,-71.0159988,42.1759987,2.63547993,0,9.89999962,no,0.54400003,4.97300005,37.7999992,2.51939988,4,304,18.3999996,12.6400003,16.1000004
Quincy,-71.0074997,42.1780014,0.790409982,0,9.89999962,no,0.54400003,6.12200022,52.7999992,2.64030004,4,304,18.3999996,5.98000002,22.1000004
Quincy,-71.0149994,42.1669998,0.261689991,0,9.89999962,no,0.54400003,6.02299976,90.4000015,2.83400011,4,304,18.3999996,11.7200003,19.3999996
Quincy,-71.0074997,42.1613007,0.269380003,0,9.89999962,no,0.54400003,6.26599979,82.8000031,3.26279998,4,304,18.3999996,7.9000001,21.6000004
Quincy,-71,42.1529999,0.369199991,0,9.89999962,no,0.54400003,6.56699991,87.3000031,3.60229993,4,304,18.3999996,9.27999973,23.7999992
Quincy,-70.9794998,42.1580009,0.253560007,0,9.89999962,no,0.54400003,5.70499992,77.6999969,3.94499993,4,304,18.3999996,11.5,16.2000008
Quincy,-70.987999,42.1484985,0.318269998,0,9.89999962,no,0.54400003,5.91400003,83.1999969,3.99860001,4,304,18.3999996,18.3299999,17.7999992
Quincy,-71.0039978,42.1425018,0.245220006,0,9.89999962,no,0.54400003,5.78200006,71.6999969,4.03170013,4,304,18.3999996,15.9399996,19.7999992
Quincy,-71.0100021,42.1500015,0.402020007,0,9.89999962,no,0.54400003,6.38199997,67.1999969,3.53250003,4,304,18.3999996,10.3599997,23.1000004
Quincy,-71.0199966,42.151001,0.475470006,0,9.89999962,no,0.54400003,6.11299992,58.7999992,4.0019002,4,304,18.3999996,12.7299995,21
Braintree,-71.0084991,42.1290016,0.167600006,0,7.38000011,no,0.493000001,6.42600012,52.2999992,4.54040003,5,287,19.6000004,7.19999981,23.7999992
Braintree,-70.9974976,42.1339989,0.181590006,0,7.38000011,no,0.493000001,6.37599993,54.2999992,4.54040003,5,287,19.6000004,6.86999989,23.1000004
Braintree,-70.9899979,42.1366997,0.351139992,0,7.38000011,no,0.493000001,6.04099989,49.9000015,4.72109985,5,287,19.6000004,7.69999981,20.3999996
Braintree,-70.9833984,42.1375008,0.28391999,0,7.38000011,no,0.493000001,5.70800018,74.3000031,4.72109985,5,287,19.6000004,11.7399998,18.5
Braintree,-70.989502,42.1264992,0.341089994,0,7.38000011,no,0.493000001,6.41499996,40.0999985,4.72109985,5,287,19.6000004,6.11999989,25
Braintree,-71,42.1066017,0.191860005,0,7.38000011,no,0.493000001,6.43100023,14.6999998,5.41590023,5,287,19.6000004,5.07999992,24.6000004
Braintree,-70.9994965,42.1175003,0.303469986,0,7.38000011,no,0.493000001,6.3119998,28.8999996,5.41590023,5,287,19.6000004,6.1500001,23
Braintree,-71.0100021,42.1214981,0.241029993,0,7.38000011,no,0.493000001,6.08300018,43.7000008,5.41590023,5,287,19.6000004,12.79,22.2000008
Randolph,-71.0274963,42.112999,0.06617,0,3.24000001,no,0.460000008,5.86800003,25.7999992,5.21460009,4,430,16.8999996,9.97000027,19.2999992
Randolph,-71.0414963,42.1150017,0.06724,0,3.24000001,no,0.460000008,6.33300018,17.2000008,5.21460009,4,430,16.8999996,7.34000015,22.6000004
Randolph,-71.0250015,42.0979996,0.04544,0,3.24000001,no,0.460000008,6.14400005,32.2000008,5.87360001,4,430,16.8999996,9.09000015,19.7999992
Holbrook,-71.0114975,42.0864983,0.05023,35,6.05999994,no,0.437900007,5.70599985,28.3999996,6.64069986,1,304,16.8999996,12.4300003,17.1000004
Holbrook,-70.9960022,42.0895004,0.03466,35,6.05999994,no,0.437900007,6.03100014,23.2999992,6.64069986,1,304,16.8999996,7.82999992,19.3999996
Weymouth,-70.9794998,42.0994987,0.050829999,0,5.19000006,no,0.514999986,6.31599998,38.0999985,6.45839977,5,224,20.2000008,5.67999983,22.2000008
Weymouth,-70.9649963,42.1010017,0.037379999,0,5.19000006,no,0.514999986,6.30999994,38.5,6.45839977,5,224,20.2000008,6.75,20.7000008
Weymouth,-70.9700012,42.1150017,0.039609999,0,5.19000006,no,0.514999986,6.03700018,34.5,5.98530006,5,224,20.2000008,8.01000023,21.1000004
Weymouth,-70.9759979,42.1279984,0.03427,0,5.19000006,no,0.514999986,5.86899996,46.2999992,5.23110008,5,224,20.2000008,9.80000019,19.5
Weymouth,-70.9601974,42.1269989,0.030409999,0,5.19000006,no,0.514999986,5.89499998,59.5999985,5.61499977,5,224,20.2000008,10.5600004,18.5
Weymouth,-70.9633026,42.1374016,0.033059999,0,5.19000006,no,0.514999986,6.05900002,37.2999992,4.81220007,5,224,20.2000008,8.51000023,20.6000004
Weymouth,-70.9674988,42.144001,0.05497,0,5.19000006,no,0.514999986,5.98500013,45.4000015,4.81220007,5,224,20.2000008,9.73999977,19
Weymouth,-70.9649963,42.1502991,0.06151,0,5.19000006,no,0.514999986,5.96799994,58.5,4.81220007,5,224,20.2000008,9.28999996,18.7000008
Cohasset,-70.8874969,42.1464996,0.01301,35,1.51999998,no,0.442000002,7.24100018,49.2999992,7.03789997,1,284,15.5,5.48999977,32.7000008
